timestamp, index, name, temperature.gpu, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%]
2026/08/24 16:38:56.086, 0, NVIDIA GeForce RTX 5090, 44, 16.02 W, 600.00 W, 240 MHz, 405 MHz, 0 %
2026/08/24 16:38:56.092, 1, NVIDIA GeForce RTX 5090, 37, 14.51 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:38:56.301, 0, NVIDIA GeForce RTX 5090, 44, 16.02 W, 600.00 W, 240 MHz, 405 MHz, 0 %
2026/08/24 16:38:56.302, 1, NVIDIA GeForce RTX 5090, 37, 14.74 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:38:56.503, 0, NVIDIA GeForce RTX 5090, 44, 16.02 W, 600.00 W, 240 MHz, 405 MHz, 0 %
2026/08/24 16:38:56.504, 1, NVIDIA GeForce RTX 5090, 37, 14.74 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:38:56.707, 0, NVIDIA GeForce RTX 5090, 44, 16.26 W, 600.00 W, 240 MHz, 405 MHz, 0 %
2026/08/24 16:38:56.708, 1, NVIDIA GeForce RTX 5090, 37, 16.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:56.912, 0, NVIDIA GeForce RTX 5090, 44, 16.26 W, 600.00 W, 240 MHz, 405 MHz, 0 %
2026/08/24 16:38:56.912, 1, NVIDIA GeForce RTX 5090, 37, 16.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:57.116, 0, NVIDIA GeForce RTX 5090, 50, 85.13 W, 600.00 W, 2707 MHz, 13801 MHz, 100 %
2026/08/24 16:38:57.117, 1, NVIDIA GeForce RTX 5090, 37, 16.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:57.320, 0, NVIDIA GeForce RTX 5090, 50, 85.13 W, 600.00 W, 2707 MHz, 13801 MHz, 100 %
2026/08/24 16:38:57.321, 1, NVIDIA GeForce RTX 5090, 37, 16.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:57.525, 0, NVIDIA GeForce RTX 5090, 50, 85.13 W, 600.00 W, 2707 MHz, 13801 MHz, 100 %
2026/08/24 16:38:57.525, 1, NVIDIA GeForce RTX 5090, 37, 16.66 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:57.729, 0, NVIDIA GeForce RTX 5090, 50, 178.31 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:57.730, 1, NVIDIA GeForce RTX 5090, 37, 13.87 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:57.934, 0, NVIDIA GeForce RTX 5090, 50, 178.31 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:57.934, 1, NVIDIA GeForce RTX 5090, 37, 13.87 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:58.138, 0, NVIDIA GeForce RTX 5090, 50, 221.37 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:58.138, 1, NVIDIA GeForce RTX 5090, 37, 13.87 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:58.342, 0, NVIDIA GeForce RTX 5090, 50, 221.37 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:58.343, 1, NVIDIA GeForce RTX 5090, 37, 13.87 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:58.547, 0, NVIDIA GeForce RTX 5090, 50, 221.37 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:58.547, 1, NVIDIA GeForce RTX 5090, 37, 13.87 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:58.751, 0, NVIDIA GeForce RTX 5090, 50, 221.56 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:58.752, 1, NVIDIA GeForce RTX 5090, 37, 13.52 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:58.956, 0, NVIDIA GeForce RTX 5090, 50, 221.56 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:58.956, 1, NVIDIA GeForce RTX 5090, 37, 13.52 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:59.160, 0, NVIDIA GeForce RTX 5090, 50, 221.11 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:59.161, 1, NVIDIA GeForce RTX 5090, 37, 13.52 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:59.364, 0, NVIDIA GeForce RTX 5090, 50, 221.11 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:59.365, 1, NVIDIA GeForce RTX 5090, 37, 13.52 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:59.569, 0, NVIDIA GeForce RTX 5090, 51, 221.44 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:59.569, 1, NVIDIA GeForce RTX 5090, 37, 13.52 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:59.773, 0, NVIDIA GeForce RTX 5090, 51, 221.44 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:59.774, 1, NVIDIA GeForce RTX 5090, 37, 13.77 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:38:59.978, 0, NVIDIA GeForce RTX 5090, 51, 221.44 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:38:59.978, 1, NVIDIA GeForce RTX 5090, 37, 13.77 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:00.182, 0, NVIDIA GeForce RTX 5090, 51, 221.59 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:00.182, 1, NVIDIA GeForce RTX 5090, 37, 13.77 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:00.386, 0, NVIDIA GeForce RTX 5090, 51, 221.59 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:00.387, 1, NVIDIA GeForce RTX 5090, 37, 13.77 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:00.590, 0, NVIDIA GeForce RTX 5090, 51, 221.43 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:00.590, 1, NVIDIA GeForce RTX 5090, 37, 13.77 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:00.793, 0, NVIDIA GeForce RTX 5090, 51, 221.43 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:00.793, 1, NVIDIA GeForce RTX 5090, 37, 13.76 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:00.997, 0, NVIDIA GeForce RTX 5090, 51, 221.43 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:00.998, 1, NVIDIA GeForce RTX 5090, 37, 13.76 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:01.201, 0, NVIDIA GeForce RTX 5090, 51, 222.00 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:01.202, 1, NVIDIA GeForce RTX 5090, 37, 13.76 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:01.406, 0, NVIDIA GeForce RTX 5090, 51, 222.00 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:01.406, 1, NVIDIA GeForce RTX 5090, 37, 13.76 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:01.610, 0, NVIDIA GeForce RTX 5090, 52, 221.65 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:01.611, 1, NVIDIA GeForce RTX 5090, 37, 13.76 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:01.814, 0, NVIDIA GeForce RTX 5090, 52, 221.65 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:01.815, 1, NVIDIA GeForce RTX 5090, 37, 13.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:02.019, 0, NVIDIA GeForce RTX 5090, 52, 221.65 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:02.019, 1, NVIDIA GeForce RTX 5090, 37, 13.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:02.223, 0, NVIDIA GeForce RTX 5090, 52, 221.78 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:02.224, 1, NVIDIA GeForce RTX 5090, 37, 13.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:02.428, 0, NVIDIA GeForce RTX 5090, 52, 221.78 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:02.428, 1, NVIDIA GeForce RTX 5090, 37, 13.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:02.632, 0, NVIDIA GeForce RTX 5090, 52, 222.22 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:02.632, 1, NVIDIA GeForce RTX 5090, 37, 13.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:02.836, 0, NVIDIA GeForce RTX 5090, 52, 222.22 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:02.837, 1, NVIDIA GeForce RTX 5090, 37, 14.11 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:03.038, 0, NVIDIA GeForce RTX 5090, 52, 222.22 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:03.038, 1, NVIDIA GeForce RTX 5090, 37, 14.11 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:03.239, 0, NVIDIA GeForce RTX 5090, 52, 222.24 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:03.240, 1, NVIDIA GeForce RTX 5090, 37, 15.00 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:03.441, 0, NVIDIA GeForce RTX 5090, 52, 222.24 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:03.441, 1, NVIDIA GeForce RTX 5090, 37, 15.00 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:03.642, 0, NVIDIA GeForce RTX 5090, 53, 221.97 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:03.642, 1, NVIDIA GeForce RTX 5090, 37, 15.00 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:03.846, 0, NVIDIA GeForce RTX 5090, 53, 221.97 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:03.846, 1, NVIDIA GeForce RTX 5090, 37, 16.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:04.051, 0, NVIDIA GeForce RTX 5090, 53, 221.97 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:04.051, 1, NVIDIA GeForce RTX 5090, 37, 16.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:04.255, 0, NVIDIA GeForce RTX 5090, 53, 222.71 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:04.255, 1, NVIDIA GeForce RTX 5090, 37, 16.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:04.459, 0, NVIDIA GeForce RTX 5090, 53, 222.71 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:04.460, 1, NVIDIA GeForce RTX 5090, 37, 16.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:04.663, 0, NVIDIA GeForce RTX 5090, 53, 224.26 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:04.664, 1, NVIDIA GeForce RTX 5090, 37, 16.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:04.868, 0, NVIDIA GeForce RTX 5090, 53, 224.26 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:04.868, 1, NVIDIA GeForce RTX 5090, 37, 13.92 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:05.072, 0, NVIDIA GeForce RTX 5090, 53, 224.98 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:05.073, 1, NVIDIA GeForce RTX 5090, 37, 13.92 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:05.276, 0, NVIDIA GeForce RTX 5090, 53, 224.98 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:05.277, 1, NVIDIA GeForce RTX 5090, 37, 13.92 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:05.481, 0, NVIDIA GeForce RTX 5090, 53, 224.98 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:05.481, 1, NVIDIA GeForce RTX 5090, 37, 13.92 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:05.685, 0, NVIDIA GeForce RTX 5090, 53, 225.20 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:05.686, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:05.890, 0, NVIDIA GeForce RTX 5090, 53, 225.20 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:05.890, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:06.094, 0, NVIDIA GeForce RTX 5090, 53, 225.87 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:06.094, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:06.298, 0, NVIDIA GeForce RTX 5090, 53, 225.87 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:06.298, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:06.503, 0, NVIDIA GeForce RTX 5090, 53, 225.87 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:06.503, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:06.707, 0, NVIDIA GeForce RTX 5090, 53, 226.48 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:06.707, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:06.912, 0, NVIDIA GeForce RTX 5090, 53, 226.48 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:06.912, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:07.116, 0, NVIDIA GeForce RTX 5090, 53, 226.70 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:07.116, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:07.320, 0, NVIDIA GeForce RTX 5090, 53, 226.70 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:07.320, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:07.524, 0, NVIDIA GeForce RTX 5090, 53, 226.70 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:07.524, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:07.728, 0, NVIDIA GeForce RTX 5090, 53, 227.65 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:07.728, 1, NVIDIA GeForce RTX 5090, 37, 13.66 W, 600.00 W, 187 MHz, 405 MHz, 0 %
2026/08/24 16:39:07.932, 0, NVIDIA GeForce RTX 5090, 53, 227.65 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:07.933, 1, NVIDIA GeForce RTX 5090, 37, 13.66 W, 600.00 W, 187 MHz, 405 MHz, 0 %
2026/08/24 16:39:08.137, 0, NVIDIA GeForce RTX 5090, 53, 228.26 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:08.137, 1, NVIDIA GeForce RTX 5090, 37, 13.66 W, 600.00 W, 187 MHz, 405 MHz, 0 %
2026/08/24 16:39:08.341, 0, NVIDIA GeForce RTX 5090, 53, 228.26 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:08.341, 1, NVIDIA GeForce RTX 5090, 37, 13.66 W, 600.00 W, 187 MHz, 405 MHz, 0 %
2026/08/24 16:39:08.545, 0, NVIDIA GeForce RTX 5090, 53, 228.26 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:08.546, 1, NVIDIA GeForce RTX 5090, 37, 13.66 W, 600.00 W, 187 MHz, 405 MHz, 0 %
2026/08/24 16:39:08.749, 0, NVIDIA GeForce RTX 5090, 53, 228.62 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:08.750, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:08.954, 0, NVIDIA GeForce RTX 5090, 53, 228.62 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:08.954, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:09.158, 0, NVIDIA GeForce RTX 5090, 53, 227.35 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:09.159, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:09.362, 0, NVIDIA GeForce RTX 5090, 53, 227.35 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:09.363, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:09.567, 0, NVIDIA GeForce RTX 5090, 53, 226.92 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:09.567, 1, NVIDIA GeForce RTX 5090, 37, 13.72 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:09.771, 0, NVIDIA GeForce RTX 5090, 53, 226.92 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:09.772, 1, NVIDIA GeForce RTX 5090, 37, 13.79 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:09.976, 0, NVIDIA GeForce RTX 5090, 53, 226.92 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:09.976, 1, NVIDIA GeForce RTX 5090, 37, 13.79 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:10.179, 0, NVIDIA GeForce RTX 5090, 53, 226.71 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:10.180, 1, NVIDIA GeForce RTX 5090, 37, 14.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:10.381, 0, NVIDIA GeForce RTX 5090, 53, 226.71 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:10.382, 1, NVIDIA GeForce RTX 5090, 37, 14.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:10.582, 0, NVIDIA GeForce RTX 5090, 53, 226.66 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:10.583, 1, NVIDIA GeForce RTX 5090, 37, 14.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:10.784, 0, NVIDIA GeForce RTX 5090, 53, 226.66 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:10.784, 1, NVIDIA GeForce RTX 5090, 37, 15.44 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:10.985, 0, NVIDIA GeForce RTX 5090, 53, 226.66 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:10.985, 1, NVIDIA GeForce RTX 5090, 37, 15.44 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:11.189, 0, NVIDIA GeForce RTX 5090, 53, 227.57 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:11.189, 1, NVIDIA GeForce RTX 5090, 37, 17.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:11.393, 0, NVIDIA GeForce RTX 5090, 53, 227.57 W, 600.00 W, 2910 MHz, 13801 MHz, 100 %
2026/08/24 16:39:11.394, 1, NVIDIA GeForce RTX 5090, 37, 17.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:11.598, 0, NVIDIA GeForce RTX 5090, 53, 226.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:11.598, 1, NVIDIA GeForce RTX 5090, 37, 17.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:11.802, 0, NVIDIA GeForce RTX 5090, 53, 226.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:11.802, 1, NVIDIA GeForce RTX 5090, 37, 17.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:12.006, 0, NVIDIA GeForce RTX 5090, 53, 226.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:12.007, 1, NVIDIA GeForce RTX 5090, 37, 17.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:12.210, 0, NVIDIA GeForce RTX 5090, 53, 226.87 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:12.212, 1, NVIDIA GeForce RTX 5090, 37, 14.14 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:12.416, 0, NVIDIA GeForce RTX 5090, 53, 226.87 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:12.416, 1, NVIDIA GeForce RTX 5090, 37, 14.14 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:12.620, 0, NVIDIA GeForce RTX 5090, 54, 226.86 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:12.620, 1, NVIDIA GeForce RTX 5090, 37, 14.14 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:12.824, 0, NVIDIA GeForce RTX 5090, 54, 226.86 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:12.824, 1, NVIDIA GeForce RTX 5090, 37, 14.14 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:13.029, 0, NVIDIA GeForce RTX 5090, 54, 226.86 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:13.029, 1, NVIDIA GeForce RTX 5090, 37, 14.14 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:13.233, 0, NVIDIA GeForce RTX 5090, 53, 226.63 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:13.233, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:13.437, 0, NVIDIA GeForce RTX 5090, 53, 226.63 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:13.438, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:13.641, 0, NVIDIA GeForce RTX 5090, 53, 226.68 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:13.642, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:13.845, 0, NVIDIA GeForce RTX 5090, 53, 226.68 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:13.845, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:14.048, 0, NVIDIA GeForce RTX 5090, 53, 226.68 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:14.049, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:14.252, 0, NVIDIA GeForce RTX 5090, 53, 226.99 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:14.253, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:14.457, 0, NVIDIA GeForce RTX 5090, 53, 226.99 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:14.457, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:14.661, 0, NVIDIA GeForce RTX 5090, 53, 227.15 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:14.662, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:14.865, 0, NVIDIA GeForce RTX 5090, 53, 227.15 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:14.866, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:15.070, 0, NVIDIA GeForce RTX 5090, 53, 227.92 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:15.070, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:15.274, 0, NVIDIA GeForce RTX 5090, 53, 227.92 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:15.275, 1, NVIDIA GeForce RTX 5090, 37, 13.73 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:15.479, 0, NVIDIA GeForce RTX 5090, 53, 227.92 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:15.479, 1, NVIDIA GeForce RTX 5090, 37, 13.73 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:15.683, 0, NVIDIA GeForce RTX 5090, 52, 228.57 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
