effective_irradiance_W_m2,cell_temperature_C,V,I,P
200,10,41.94644266760313,0.9862045563708309,41.36777288233804
200,10,42.27414925094378,0.9858026653883207,41.67396900860406
200,10,42.60185583428443,0.9853686689248242,41.9785339771561
200,10,42.92956241762508,0.9848980956454232,42.28124427201027
200,10,43.25726900096573,0.9843858540953423,42.58184369134762
200,10,43.58497558430638,0.983826147472568,42.88003861679408
200,10,43.91268216764703,0.9832123769181048,43.17549261090151
200,10,44.24038875098768,0.9825370318458165,43.46782025110048
200,10,44.56809533432833,0.9817915656642747,43.75658009696487
200,10,44.89580191766898,0.9809662550604856,44.04126667511311
200,10,45.22350850100963,0.9800500408209434,44.32130135248077
200,10,45.55121508435028,0.9790303479613174,44.59602195409226
200,10,45.87892166769092,0.977892882725643,44.86467096596224
200,10,46.20662825103157,0.9766214038042993,45.12638214758585
200,10,46.53433483437222,0.9751974649147093,45.38016536197204
200,10,46.86204141771287,0.973600125699863,45.62488941483744
200,10,47.18974800105352,0.9718056277413252,45.85926267911876
200,10,47.51745458439417,0.9697870323738333,46.08181126735803
200,10,47.84516116773482,0.9675138169520076,46.29085450407909
200,10,48.17286775107547,0.964951426286901,46.48447744473054
200,10,48.50057433441612,0.9620607761800475,46.66050018934646
200,10,48.82828091775677,0.9587977063835058,46.81644375059469
200,10,49.15598750109741,0.9551123809643511,46.94949226082704
200,10,49.48369408443806,0.950948635021403,47.05645134541305
200,10,49.81140066777871,0.9462432680701025,47.13370255502821
200,10,50.13910725111936,0.9409252862697565,47.17715384356951
200,10,50.46681383446001,0.9349150981120963,47.18218620744908
200,10,50.79452041780066,0.9281236713194846,47.14359677308167
200,10,51.12222700114131,0.9204516626047151,47.05553883925618
200,10,51.44993358448196,0.9117885366894519,46.9114596557643
200,10,51.77764016782261,0.9020116965906209,46.70403705323636
200,10,52.10534675116326,0.8909856536216041,46.42511643226553
200,10,52.43305333450391,0.8785612726772551,46.06565006791615
200,10,52.76075991784456,0.8645751359029566,45.61564117631373
200,10,53.08846650118521,0.8488490753414133,45.06409570082466
200,10,53.41617308452586,0.8311899319577974,44.39898527157298
