channel,unit,finite,nonfinite,min,median,max
AB2N012Phi,deg,48001,0,-20.10088090202901,-12.623201611836842,14.965281797707648
AB2N013Phi,deg,48001,0,-18.585731260685968,-11.769302746830473,12.584812531801141
AB2N014Phi,deg,48001,0,-17.593030092850363,-10.697141340666057,11.716285476667592
AB2N015Phi,deg,48001,0,-15.78928304486365,-9.59249831191864,10.897556019499099
AB2N016Phi,deg,48001,0,-15.276274371246878,-8.842543613861343,10.62553454992046
AB2N017Phi,deg,48001,0,-14.999288843294662,-8.332278091026456,9.72349670552412
AB2N018Phi,deg,48001,0,-14.906963643689867,-7.92161701668999,8.002207265631544
AB2N019Phi,deg,48001,0,0.0,0.0,0.0
AB3N001Phi,deg,48001,0,-180.0,0.0,180.0
AB3N002Phi,deg,48001,0,-179.9788717733086,-65.89735933123364,179.99666130963666
AB3N003Phi,deg,48001,0,-179.8386970011043,-51.63167083083696,179.75917402821634
AB3N004Phi,deg,48001,0,-179.39775178195276,-41.345811888775906,178.84542705628914
AB3N005Phi,deg,48001,0,-74.44087872905291,-33.96416788043602,54.18807312696697
AB3N006Phi,deg,48001,0,-48.925061517735536,-27.418018095391325,38.18925390307997
AB3N007Phi,deg,48001,0,-38.73976149450001,-22.799409721253728,30.546967633671102
AB3N008Phi,deg,48001,0,-33.59725757938214,-19.418025784258088,25.446042247186956
AB3N009Phi,deg,48001,0,-27.99370823255665,-16.877750830156508,22.01320577773525
AB3N010Phi,deg,48001,0,-24.96344726437741,-15.020300630468821,17.933710316565243
AB3N011Phi,deg,48001,0,-21.831344003792342,-13.76973756944023,15.94178052511613
AB3N012Phi,deg,48001,0,-19.944774610366192,-12.625301886758896,14.563254148201862
AB3N013Phi,deg,48001,0,-18.924503998890344,-11.78692996833022,14.910346300807293
AB3N014Phi,deg,48001,0,-18.15924099633215,-10.743518677098645,12.05866541385818
AB3N015Phi,deg,48001,0,-16.348877948529992,-9.581016196634947,11.350251702984337
AB3N016Phi,deg,48001,0,-15.174392709593825,-8.853502063450392,11.016678348955907
AB3N017Phi,deg,48001,0,-14.61396310802247,-8.33778245874793,9.909325280516606
AB3N018Phi,deg,48001,0,-14.88297563713561,-7.918473063152002,8.33199688423213
AB3N019Phi,deg,48001,0,0.0,0.0,0.0
AB1N001Alp,deg,48001,0,-13.308000000000018,-13.308000000000018,166.69200000000004
AB1N002Alp,deg,48001,0,-179.92217044448552,-78.02146411321495,179.9753981640909
AB1N003Alp,deg,48001,0,-179.34345355653338,-64.64852606861487,179.89186999716358
AB1N004Alp,deg,48001,0,-139.98727030184722,-54.54983663876655,95.20908391170484
AB1N005Alp,deg,48001,0,-90.95355839947814,-47.12507334721083,40.62324551280017
AB1N006Alp,deg,48001,0,-62.16653536944724,-38.788990265119544,29.672563712055325
AB1N007Alp,deg,48001,0,-48.75186526992873,-32.93014912553944,19.78299751286866
AB1N008Alp,deg,48001,0,-41.18002845617815,-28.42532773145265,17.013950840676458
AB1N009Alp,deg,48001,0,-35.322168808669474,-24.742554356250327,13.469162885376491
AB1N010Alp,deg,48001,0,-31.942677509773475,-21.640961936449326,12.062079624720761
AB1N011Alp,deg,48001,0,-27.353144289469448,-19.09234556106376,10.1685931563688
AB1N012Alp,deg,48001,0,-24.26711378250528,-16.79970436404957,10.077711987222782
AB1N013Alp,deg,48001,0,-21.821972339525257,-14.889059092204187,10.283435116821083
AB1N014Alp,deg,48001,0,-19.4070752217025,-13.063391803690903,9.511008132264854
AB1N015Alp,deg,48001,0,-17.977107100348675,-11.170973016312757,9.481750335733121
AB1N016Alp,deg,48001,0,-16.306712861928364,-9.72585117036945,9.172518383283572
AB1N017Alp,deg,48001,0,-15.534790789291396,-8.697204277749297,9.301166439906776
AB1N018Alp,deg,48001,0,-15.06211617693497,-8.009715695960557,8.798376453483316
AB1N019Alp,deg,48001,0,-0.1060000009632282,-0.10600000000005447,-0.10599999957421637
AB2N001Alp,deg,48001,0,-13.308000000000018,-13.308000000000018,166.69200000000004
AB2N002Alp,deg,48001,0,-179.98185715069124,-78.39491579731828,179.8994223714802
AB2N003Alp,deg,48001,0,-179.53866495930964,-64.58493020739009,179.7116761168451
AB2N004Alp,deg,48001,0,-147.98547913392977,-54.56091395001213,95.83083245964514
AB2N005Alp,deg,48001,0,-90.30977259489079,-47.16676936868465,43.74375183386461
AB2N006Alp,deg,48001,0,-59.710693156523206,-38.80920572326878,30.179581073854656
AB2N007Alp,deg,48001,0,-49.08647547743172,-32.8971567686795,20.10053736701698
AB2N008Alp,deg,48001,0,-41.733143923536986,-28.385171064101236,15.709020188887463
AB2N009Alp,deg,48001,0,-35.456584175327706,-24.670491437418605,12.77207003747009
AB2N010Alp,deg,48001,0,-32.370592208367114,-21.547630397218533,12.370757603957442
AB2N011Alp,deg,48001,0,-28.43019300337799,-19.060689919432697,10.862450414585364
AB2N012Alp,deg,48001,0,-24.288880902028477,-16.811201611836804,10.777281797707653
AB2N013Alp,deg,48001,0,-21.710731260691176,-14.894302746830578,9.45981253180114
AB2N014Alp,deg,48001,0,-19.912030092850944,-13.016141340666298,9.397285476667589
AB2N015Alp,deg,48001,0,-17.315283044865506,-11.11849831191861,9.371556019499096
AB2N016Alp,deg,48001,0,-16.139274371247364,-9.705543613861625,9.762534549920453
AB2N017Alp,deg,48001,0,-15.369288843298726,-8.702278091022862,9.353496705524117
AB2N018Alp,deg,48001,0,-15.01296364369009,-8.02761701669117,7.896207265631545
AB2N019Alp,deg,48001,0,-0.10600000009445333,-0.10600000000000358,-0.10599999981812674
