build_mode,domain,n,median_ms,p05_ms,p95_ms,throughput_mroots_s,repetitions,nonfinite_sum,checksum_variants
pgo_omp96,cstr,8388608,405.417113781,405.084793091,405.875793457,20.69130215487498,30,0,1
pgo_omp96,cstr,16777216,812.1550922394999,811.170396805,813.371666908,20.657650441785933,30,0,1
pgo_omp96,kepler,1,0.01881980896,0.0185899734497,0.0191106796265,0.053135502178870156,30,0,1
pgo_omp96,kepler,8,0.0186948776245,0.0184602737427,0.0190095901489,0.42792470540250266,30,0,1
pgo_omp96,kepler,32,0.01903533935545,0.0188302993774,0.0205402374268,1.6810837675367258,30,0,1
pgo_omp96,kepler,128,0.01999521255495,0.0196800231934,0.0206804275513,6.4015323492178835,30,0,1
pgo_omp96,kepler,512,0.02375555038455,0.0235004425049,0.0241804122925,21.552857825301814,30,0,1
pgo_omp96,kepler,2048,0.0395951271057,0.038990020752,0.0456104278564,51.72353644762454,30,0,1
pgo_omp96,kepler,8192,0.112319946289,0.107259750366,0.118419647217,72.93450781147925,30,0,1
pgo_omp96,kepler,32768,0.456305503845,0.444179534912,0.481780052185,71.81153793650226,30,0,1
pgo_omp96,kepler,131072,1.785195827485,1.7531414032,1.91262054443,73.42163698906658,30,0,1
pgo_omp96,kepler,524288,7.1803383827200005,7.14005470276,7.25768375397,73.0171716226824,30,0,1
pgo_omp96,kepler,2097152,29.0678792,28.5323123932,29.5422840118,72.14671512739739,30,0,1
pgo_omp96,kepler,8388608,116.5431699755,116.41595459,116.690695763,71.97854667728254,30,0,1
pgo_omp96,kepler,16777216,232.63397073750002,232.43764019,233.249261856,72.11851281570183,30,0,1
pgo_omp96,peng_robinson,1,0.0188798904419,0.0184803009033,0.0192193984985,0.05296640905186121,30,0,1
pgo_omp96,peng_robinson,8,0.01902008056645,0.0187797546387,0.0193490982056,0.4206081026865576,30,0,1
pgo_omp96,peng_robinson,32,0.0190801620483,0.018780708313,0.0193204879761,1.6771346028924912,30,0,1
pgo_omp96,peng_robinson,128,0.0194597244263,0.0190401077271,0.0198202133179,6.57768821366282,30,0,1
pgo_omp96,peng_robinson,512,0.019575595855699998,0.0194292068481,0.0199003219604,26.155014834499482,30,0,1
pgo_omp96,peng_robinson,2048,0.0213398933411,0.0210990905762,0.0220699310303,95.97048903968104,30,0,1
pgo_omp96,peng_robinson,8192,0.029570102691650002,0.0288000106812,0.0359296798706,277.0365759437574,30,0,1
pgo_omp96,peng_robinson,32768,0.0656394958496,0.0580196380615,0.0726699829102,499.21163433493507,30,0,1
pgo_omp96,peng_robinson,131072,0.208465576172,0.188899993896,0.216449737549,628.7464933388119,30,0,1
pgo_omp96,peng_robinson,524288,0.7421202659605,0.68205165863,0.7526512146,706.4730934431935,30,0,1
pgo_omp96,peng_robinson,2097152,2.5402665138250002,2.50958251953,2.81887245178,825.5637700164848,30,0,1
pgo_omp96,peng_robinson,8388608,8.477583885195,8.28807449341,10.1796150208,989.5045703587334,30,0,1
pgo_omp96,peng_robinson,16777216,15.125407695749999,15.0068874359,15.350976944,1109.2075226979919,30,0,1
pgo_omp96,pv,1,0.01899528503415,0.0185699462891,0.0193700790405,0.05264464303653172,30,0,1
pgo_omp96,pv,8,0.0189700126648,0.0183792114258,0.0197105407715,0.42171822135071535,30,0,1
pgo_omp96,pv,32,0.0192747116089,0.0188903808594,0.0197801589966,1.660206422244168,30,0,1
pgo_omp96,pv,128,0.02007484436035,0.0196495056152,0.0224504470825,6.37613909738767,30,0,1
pgo_omp96,pv,512,0.02264499664305,0.022349357605,0.0230598449707,22.60985100022695,30,0,1
pgo_omp96,pv,2048,0.034809589386,0.0343198776245,0.0367412567139,58.83436248816199,30,0,1
pgo_omp96,pv,8192,0.08877515792845,0.0845403671265,0.102550506592,92.27806732377199,30,0,1
pgo_omp96,pv,32768,0.3517804145815,0.336110115051,0.365669250488,93.14901751702938,30,0,1
pgo_omp96,pv,131072,1.3744101524349999,1.34792041779,1.53670978546,95.366001020717,30,0,1
pgo_omp96,pv,524288,5.611157894135,5.50394248962,5.71189308167,93.43668631175147,30,0,1
pgo_omp96,pv,2097152,22.469955921199997,22.2329511642,23.0615310669,93.33138023743851,30,0,1
pgo_omp96,pv,8388608,92.58839893345001,92.472284317,92.8284235001,90.60106986005343,30,0,1
pgo_omp96,pv,16777216,186.3640289305,185.534798622,186.697528839,90.02389622225145,30,0,1
